LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M_MAX,WS2M_MAX,T2M_MIN_x,PRECTOTCORR,RH2M,T2M,WS2M,T2M_MIN_y
29.5,32.5,2024,327,14.9,26.47,4.71,15.83,0.0,50.19,20.62,3.13,15.83
30.5,27.5,2024,327,14.11,25.47,3.13,12.07,0.0,47.26,18.26,1.95,12.07
30.5,32.5,2024,327,14.33,27.61,3.65,15.46,0.02,53.16,20.02,2.27,15.46
31.5,27.5,2024,327,12.23,24.0,5.68,19.28,0.02,60.31,21.46,3.79,19.28
31.5,32.5,2024,327,12.47,22.61,4.85,21.7,0.0,71.28,22.17,3.4,21.7
23.5,27.5,2024,328,18.16,25.72,5.77,11.56,0.0,34.35,17.81,4.1,11.56
23.5,32.5,2024,328,18.12,29.9,4.87,13.9,0.0,30.83,21.15,3.37,13.9
24.5,27.5,2024,328,17.6,24.88,6.23,10.41,0.0,36.17,16.93,3.61,10.41
24.5,32.5,2024,328,17.69,29.54,4.44,13.39,0.0,29.77,20.51,3.43,13.39
25.5,27.5,2024,328,17.26,25.45,5.83,11.33,0.0,34.88,17.43,3.0,11.33
25.5,32.5,2024,328,16.89,29.12,4.15,12.24,0.0,32.83,19.66,3.41,12.24
26.5,27.5,2024,328,16.68,26.38,5.46,12.79,0.0,32.8,18.3,2.69,12.79
26.5,32.5,2024,328,16.39,29.96,4.38,12.21,0.0,33.55,20.23,2.84,12.21
27.5,27.5,2024,328,16.04,26.47,5.1,14.44,0.0,31.59,18.74,2.56,14.44
27.5,32.5,2024,328,16.02,28.4,4.27,12.26,0.0,38.44,19.41,3.26,12.26
28.5,27.5,2024,328,15.56,25.75,4.57,15.06,0.0,32.21,19.0,2.15,15.06
28.5,32.5,2024,328,15.3,25.39,5.3,11.59,0.0,57.19,17.75,3.76,11.59
29.5,27.5,2024,328,14.98,27.29,3.67,14.44,0.0,36.95,19.72,2.07,14.44
29.5,32.5,2024,328,14.46,25.54,5.75,15.17,0.04,70.08,19.66,3.86,15.17
30.5,27.5,2024,328,13.64,25.87,4.14,14.24,0.06,48.23,18.46,2.51,14.24
30.5,32.5,2024,328,13.11,27.3,4.04,15.09,0.17,73.83,19.83,2.18,15.09
31.5,27.5,2024,328,12.67,23.47,6.82,19.15,0.24,67.36,21.12,5.41,19.15
31.5,32.5,2024,328,12.5,22.98,4.89,22.38,0.0,76.45,22.59,3.95,22.38
23.5,27.5,2024,329,17.3,24.32,7.25,12.47,0.01,41.98,17.69,5.55,12.47
23.5,32.5,2024,329,17.52,28.46,5.57,14.76,0.0,37.88,20.98,4.5,14.76
24.5,27.5,2024,329,16.7,22.51,7.07,11.76,0.02,47.24,16.76,5.66,11.76
24.5,32.5,2024,329,17.08,27.91,6.13,14.75,0.0,39.94,20.33,4.7,14.75
25.5,27.5,2024,329,14.78,22.77,7.61,11.62,0.04,47.8,16.86,5.47,11.62
25.5,32.5,2024,329,16.51,28.63,6.0,13.95,0.0,42.75,20.24,4.51,13.95
26.5,27.5,2024,329,13.98,23.16,7.13,11.7,0.03,49.75,16.91,5.3,11.7
26.5,32.5,2024,329,16.03,27.77,6.2,14.31,0.0,44.44,19.9,4.67,14.31
27.5,27.5,2024,329,11.82,22.04,7.39,11.0,0.11,57.34,16.32,5.37,11.0
27.5,32.5,2024,329,15.73,25.27,6.66,11.32,0.0,48.96,18.04,5.04,11.32
28.5,27.5,2024,329,10.4,21.38,8.12,11.05,0.21,63.75,15.88,5.36,11.05
28.5,32.5,2024,329,14.26,22.7,6.97,9.33,0.01,61.93,15.82,4.44,9.33
29.5,27.5,2024,329,10.16,21.53,9.34,13.28,0.08,63.67,17.04,5.65,13.28
29.5,32.5,2024,329,9.45,21.81,7.34,13.7,0.12,68.83,17.66,4.82,13.7
30.5,27.5,2024,329,13.08,17.59,10.89,12.56,0.48,64.05,15.6,7.62,12.56
30.5,32.5,2024,329,9.99,22.33,7.48,13.38,0.81,65.78,16.87,4.19,13.38
31.5,27.5,2024,329,11.0,21.74,12.18,16.71,1.23,68.1,18.18,10.34,16.71
31.5,32.5,2024,329,11.63,22.35,9.63,18.28,0.34,71.25,20.07,7.53,18.28
23.5,27.5,2024,330,17.32,16.87,7.03,8.6,0.0,49.5,12.67,5.44,8.6
23.5,32.5,2024,330,16.81,23.05,7.03,12.71,0.0,44.3,17.31,4.8,12.71
24.5,27.5,2024,330,16.58,15.58,6.81,7.72,0.0,52.98,11.44,5.44,7.72
24.5,32.5,2024,330,16.43,21.19,6.3,11.45,0.0,44.29,15.51,4.49,11.45
25.5,27.5,2024,330,16.46,16.35,6.2,7.68,0.0,54.27,11.81,4.94,7.68
25.5,32.5,2024,330,16.67,21.35,5.73,10.56,0.0,44.13,15.2,4.34,10.56
26.5,27.5,2024,330,14.53,17.55,6.11,7.84,0.0,55.43,12.32,4.45,7.84
26.5,32.5,2024,330,16.08,20.83,5.56,8.83,0.0,46.91,14.24,4.21,8.83
27.5,27.5,2024,330,10.9,17.71,6.12,9.04,0.0,56.67,12.67,4.34,9.04
27.5,32.5,2024,330,16.2,18.9,6.06,6.76,0.0,54.15,12.16,4.32,6.76
28.5,27.5,2024,330,8.89,18.3,6.14,10.48,0.01,54.91,13.76,4.54,10.48
28.5,32.5,2024,330,15.16,16.85,6.41,7.71,0.01,60.9,11.29,4.21,7.71
29.5,27.5,2024,330,7.78,20.3,6.4,13.43,0.01,49.42,15.97,4.66,13.43
29.5,32.5,2024,330,11.49,18.05,6.0,12.69,0.03,61.46,15.02,4.78,12.69
30.5,27.5,2024,330,8.89,17.52,7.53,13.33,0.13,53.47,14.74,6.21,13.33
30.5,32.5,2024,330,11.97,18.66,5.5,11.95,0.57,53.45,15.24,3.59,11.95
31.5,27.5,2024,330,7.79,17.78,9.44,16.58,0.05,66.55,17.19,8.54,16.58
31.5,32.5,2024,330,10.02,19.04,7.85,17.34,1.12,68.42,18.11,7.03,17.34
23.5,27.5,2024,331,17.34,16.84,6.44,6.39,0.0,58.14,11.16,4.92,6.39
23.5,32.5,2024,331,17.49,21.93,5.0,9.53,0.0,45.35,15.42,3.8,9.53
24.5,27.5,2024,331,16.27,15.91,6.22,5.68,0.0,61.33,10.7,5.01,5.68
24.5,32.5,2024,331,17.0,21.0,4.7,8.68,0.0,46.87,14.34,3.84,8.68
25.5,27.5,2024,331,13.9,16.27,5.93,6.25,0.0,61.62,11.15,4.62,6.25
25.5,32.5,2024,331,16.35,21.53,4.37,7.75,0.0,47.87,14.23,3.49,7.75
26.5,27.5,2024,331,12.85,17.04,5.7,7.7,0.0,59.45,11.68,3.99,7.7
26.5,32.5,2024,331,15.85,20.84,4.35,7.58,0.0,47.97,13.67,3.32,7.58
27.5,27.5,2024,331,13.48,17.24,5.51,8.02,0.0,59.07,11.93,3.75,8.02
27.5,32.5,2024,331,16.05,18.01,4.78,6.09,0.0,56.37,11.37,3.34,6.09
28.5,27.5,2024,331,12.06,17.81,5.47,10.13,0.01,56.1,13.37,3.49,10.13
28.5,32.5,2024,331,12.67,15.59,5.47,6.33,0.02,65.58,10.18,3.38,6.33
29.5,27.5,2024,331,9.3,20.22,4.85,12.27,0.01,50.37,15.77,3.25,12.27
29.5,32.5,2024,331,12.42,17.88,5.7,11.34,0.07,61.23,14.34,3.87,11.34
30.5,27.5,2024,331,8.85,17.66,5.93,11.73,0.23,54.88,14.61,3.88,11.73
30.5,32.5,2024,331,10.17,18.27,4.69,10.78,0.58,54.75,14.04,2.82,10.78
31.5,27.5,2024,331,7.05,17.97,8.26,16.12,0.19,66.31,17.23,5.51,16.12
31.5,32.5,2024,331,8.75,17.85,7.56,17.23,0.19,64.08,17.54,5.6,17.23
23.5,27.5,2024,332,17.81,17.55,6.15,6.09,0.0,59.49,11.37,4.48,6.09
23.5,32.5,2024,332,18.01,22.53,5.05,9.84,0.0,46.58,15.79,3.91,9.84
24.5,27.5,2024,332,17.11,16.79,5.6,5.48,0.01,64.02,10.64,4.16,5.48
24.5,32.5,2024,332,17.61,21.49,4.61,8.68,0.0,45.87,14.34,3.52,8.68
25.5,27.5,2024,332,16.5,17.55,4.96,6.1,0.0,63.51,11.22,3.55,6.1
25.5,32.5,2024,332,17.13,21.52,3.77,7.86,0.0,45.6,13.94,2.64,7.86
26.5,27.5,2024,332,15.66,18.81,4.49,6.11,0.0,62.06,11.83,3.01,6.11
26.5,32.5,2024,332,16.99,21.69,4.38,7.22,0.0,48.68,13.64,2.87,7.22
27.5,27.5,2024,332,16.23,19.04,4.14,6.81,0.0,60.2,12.3,2.52,6.81
27.5,32.5,2024,332,16.83,19.39,5.73,5.57,0.0,59.24,11.5,3.66,5.57
28.5,27.5,2024,332,15.34,19.39,3.48,7.42,0.0,61.4,13.13,1.89,7.42
28.5,32.5,2024,332,16.12,16.59,6.52,5.96,0.0,67.84,10.51,3.91,5.96
29.5,27.5,2024,332,13.38,22.19,3.08,9.27,0.0,59.84,15.35,1.8,9.27
29.5,32.5,2024,332,14.42,19.01,4.67,10.32,0.0,64.25,14.4,3.28,10.32
30.5,27.5,2024,332,12.04,19.97,3.7,10.92,0.01,65.05,14.85,2.51,10.92
30.5,32.5,2024,332,12.81,20.08,2.57,10.11,0.07,58.35,14.59,1.11,10.11
31.5,27.5,2024,332,10.16,19.98,4.78,18.03,0.07,63.92,19.1,4.29,18.03
31.5,32.5,2024,332,8.5,19.76,4.16,17.76,0.23,62.65,19.09,3.5,17.76
23.5,27.5,2024,333,16.73,19.39,5.93,7.02,0.0,56.17,12.62,4.16,7.02
23.5,32.5,2024,333,17.24,23.68,4.22,9.66,0.0,45.14,16.28,3.34,9.66
24.5,27.5,2024,333,16.07,18.62,5.32,6.27,0.0,60.49,11.76,3.69,6.27
24.5,32.5,2024,333,15.55,22.87,4.24,8.83,0.0,46.99,15.2,3.22,8.83
25.5,27.5,2024,333,16.61,19.54,4.62,6.28,0.0,60.43,12.22,3.02,6.28
25.5,32.5,2024,333,16.29,23.35,3.4,7.22,0.0,50.39,14.82,2.57,7.22
26.5,27.5,2024,333,16.6,20.7,4.31,7.32,0.0,59.01,13.17,2.74,7.32
26.5,32.5,2024,333,16.45,23.05,3.98,7.95,0.0,52.99,14.63,2.85,7.95
27.5,27.5,2024,333,16.14,20.74,4.17,8.01,0.0,60.34,13.55,2.42,8.01
27.5,32.5,2024,333,16.3,21.18,4.83,7.03,0.0,62.06,12.99,2.93,7.03
28.5,27.5,2024,333,15.31,20.71,3.45,9.1,0.0,62.31,14.44,1.73,9.1
28.5,32.5,2024,333,15.6,18.68,5.07,6.92,0.0,70.78,11.97,3.11,6.92
29.5,27.5,2024,333,14.26,23.17,2.91,10.82,0.0,64.34,16.7,1.82,10.82
29.5,32.5,2024,333,14.73,20.54,4.46,11.84,0.0,65.66,15.78,3.13,11.84
30.5,27.5,2024,333,12.02,19.87,3.57,11.83,0.01,73.82,15.62,2.29,11.83
30.5,32.5,2024,333,12.87,21.67,1.83,12.21,0.0,66.27,15.78,1.06,12.21
31.5,27.5,2024,333,11.55,19.97,4.4,18.83,0.05,70.88,19.34,4.0,18.83
31.5,32.5,2024,333,10.1,20.1,3.65,19.41,0.02,61.71,19.89,2.7,19.41
23.5,27.5,2024,334,17.45,20.12,5.41,8.56,0.0,54.92,13.49,4.02,8.56
23.5,32.5,2024,334,17.58,24.54,4.34,10.8,0.0,44.5,17.28,3.04,10.8
24.5,27.5,2024,334,16.73,19.35,4.93,7.57,0.0,58.63,12.62,3.6,7.57
24.5,32.5,2024,334,17.15,23.92,4.48,10.27,0.0,46.75,16.15,3.46,10.27
25.5,27.5,2024,334,16.41,20.1,4.23,7.46,0.0,59.19,13.14,3.07,7.46
25.5,32.5,2024,334,16.8,24.3,3.93,8.61,0.0,50.14,15.68,2.86,8.61
26.5,27.5,2024,334,15.4,21.16,4.02,8.02,0.0,59.87,14.07,2.8,8.02
26.5,32.5,2024,334,16.34,24.22,4.26,8.67,0.0,53.55,15.61,3.2,8.67
27.5,27.5,2024,334,14.64,21.06,4.53,9.59,0.0,63.15,14.5,2.39,9.59
27.5,32.5,2024,334,16.04,22.2,4.64,7.83,0.0,61.33,13.94,3.35,7.83
28.5,27.5,2024,334,14.52,20.01,3.91,11.12,0.0,71.29,15.09,2.02,11.12
28.5,32.5,2024,334,15.35,20.0,5.07,8.09,0.0,71.52,12.94,3.22,8.09
29.5,27.5,2024,334,13.17,22.93,4.0,12.56,0.0,66.9,16.94,2.14,12.56
29.5,32.5,2024,334,14.56,20.95,5.04,12.59,0.0,72.52,16.1,3.37,12.59
30.5,27.5,2024,334,13.34,20.3,4.66,12.21,0.0,71.25,15.49,2.59,12.21
30.5,32.5,2024,334,13.6,21.85,3.55,10.94,0.01,76.6,15.52,1.64,10.94
31.5,27.5,2024,334,12.13,19.45,4.4,18.16,0.01,67.8,18.89,3.74,18.16
31.5,32.5,2024,334,8.77,20.08,4.47,19.38,0.04,67.38,19.7,3.29,19.38
23.5,27.5,2024,335,17.22,20.12,4.14,7.6,0.0,60.71,13.26,3.33,7.6
23.5,32.5,2024,335,17.5,24.45,4.28,11.71,0.0,46.83,17.22,3.08,11.71
24.5,27.5,2024,335,16.47,19.21,4.33,6.8,0.0,66.75,12.42,2.89,6.8
24.5,32.5,2024,335,17.11,24.04,3.94,10.24,0.0,50.15,16.28,3.02,10.24
25.5,27.5,2024,335,16.45,19.88,4.35,7.85,0.0,66.82,13.15,2.43,7.85
25.5,32.5,2024,335,16.5,23.96,3.32,9.0,0.0,53.87,15.73,2.66,9.0
26.5,27.5,2024,335,15.83,20.64,4.17,8.38,0.0,66.61,13.83,2.12,8.38
26.5,32.5,2024,335,15.82,23.94,3.37,9.34,0.0,54.04,15.6,2.21,9.34
27.5,27.5,2024,335,14.84,20.3,3.23,8.61,0.0,68.55,13.78,1.77,8.61
27.5,32.5,2024,335,16.09,22.29,4.44,9.3,0.0,63.58,14.26,2.96,9.3
28.5,27.5,2024,335,13.39,20.54,2.3,9.87,0.0,70.57,14.44,1.39,9.87
28.5,32.5,2024,335,15.37,19.21,5.49,9.95,0.0,74.96,13.35,4.11,9.95
29.5,27.5,2024,335,13.96,22.66,1.49,12.2,0.0,61.63,17.07,0.83,12.2
29.5,32.5,2024,335,14.3,21.03,6.16,12.86,0.02,76.16,16.09,4.45,12.86
30.5,27.5,2024,335,13.26,20.67,1.5,11.83,0.0,66.2,15.6,0.96,11.83
30.5,32.5,2024,335,13.6,21.35,5.16,11.93,0.04,75.36,15.6,3.13,11.93
31.5,27.5,2024,335,11.86,19.97,2.48,18.29,0.0,60.17,19.16,1.15,18.29
31.5,32.5,2024,335,11.93,20.01,5.21,19.51,0.02,68.84,19.69,4.72,19.51
23.5,27.5,2024,336,17.28,20.1,4.46,7.55,0.0,58.66,13.1,3.37,7.55
23.5,32.5,2024,336,17.13,24.67,3.54,10.2,0.0,46.85,16.87,2.59,10.2
24.5,27.5,2024,336,16.65,19.16,4.58,6.88,0.0,63.72,12.3,3.17,6.88
24.5,32.5,2024,336,16.92,24.45,3.56,9.41,0.0,47.84,16.06,2.75,9.41
25.5,27.5,2024,336,16.36,19.7,4.4,7.32,0.0,64.03,12.86,2.8,7.32
25.5,32.5,2024,336,16.49,24.49,3.31,8.38,0.0,51.38,15.44,2.61,8.38
26.5,27.5,2024,336,15.9,20.66,4.16,8.07,0.0,63.63,13.63,2.56,8.07
26.5,32.5,2024,336,16.05,24.76,3.37,8.21,0.0,50.22,15.43,2.05,8.21
27.5,27.5,2024,336,15.46,20.87,3.63,8.54,0.0,63.43,13.95,2.28,8.54
27.5,32.5,2024,336,16.18,23.67,4.73,8.66,0.0,56.2,14.35,3.15,8.66
28.5,27.5,2024,336,14.89,21.03,2.75,9.52,0.0,60.82,14.66,1.54,9.52
28.5,32.5,2024,336,15.58,20.37,5.69,9.47,0.0,65.09,13.44,4.52,9.47
29.5,27.5,2024,336,14.22,22.74,1.77,11.06,0.0,59.32,16.81,1.02,11.06
29.5,32.5,2024,336,14.54,21.7,6.0,12.01,0.02,71.6,15.7,4.4,12.01
30.5,27.5,2024,336,13.6,20.59,1.8,10.77,0.0,66.61,15.18,0.99,10.77
30.5,32.5,2024,336,13.82,21.63,5.0,10.76,0.02,75.43,15.18,3.28,10.76
31.5,27.5,2024,336,12.34,20.6,3.82,18.0,0.0,55.76,19.47,2.43,18.0
31.5,32.5,2024,336,11.4,19.73,5.82,19.1,0.0,72.48,19.47,4.92,19.1
23.5,27.5,2024,337,17.43,20.27,5.21,7.74,0.0,54.82,13.13,3.97,7.74
23.5,32.5,2024,337,17.4,24.81,4.0,9.82,0.0,42.79,16.63,2.46,9.82
24.5,27.5,2024,337,16.48,19.22,5.54,7.28,0.0,57.66,12.36,3.9,7.28
24.5,32.5,2024,337,16.97,25.05,3.76,9.06,0.0,40.3,16.09,2.14,9.06
25.5,27.5,2024,337,16.35,19.76,5.21,7.52,0.0,55.9,12.84,3.5,7.52
25.5,32.5,2024,337,16.16,25.32,3.26,8.11,0.0,42.82,15.47,2.26,8.11
26.5,27.5,2024,337,15.66,20.66,5.0,8.09,0.0,53.03,13.42,3.19,8.09
26.5,32.5,2024,337,15.6,25.17,3.02,9.59,0.0,38.92,15.7,1.9,9.59
27.5,27.5,2024,337,15.39,20.7,4.77,8.65,0.0,52.07,13.61,2.88,8.65
27.5,32.5,2024,337,15.83,23.93,2.86,7.93,0.0,43.63,14.55,2.08,7.93
28.5,27.5,2024,337,14.87,20.51,3.93,9.81,0.0,53.83,13.98,2.19,9.81
28.5,32.5,2024,337,15.22,21.58,4.03,7.81,0.0,60.82,13.24,2.88,7.81
29.5,27.5,2024,337,14.28,22.81,3.12,12.31,0.0,51.61,16.27,1.64,12.31
29.5,32.5,2024,337,14.56,21.88,5.53,11.09,0.01,69.33,15.64,4.2,11.09
30.5,27.5,2024,337,14.02,20.57,4.04,10.04,0.0,54.04,14.28,1.8,10.04
30.5,32.5,2024,337,13.44,22.02,4.34,11.03,0.01,76.07,15.41,2.77,11.03
31.5,27.5,2024,337,12.5,19.81,5.52,17.54,0.0,59.11,18.91,4.58,17.54
31.5,32.5,2024,337,12.16,19.72,4.75,19.25,0.0,72.58,19.52,3.68,19.25
23.5,27.5,2024,338,17.76,19.71,5.25,6.94,0.0,44.12,12.44,3.68,6.94
23.5,32.5,2024,338,17.29,24.29,4.33,9.14,0.0,45.33,16.2,2.93,9.14
24.5,27.5,2024,338,17.16,18.43,5.39,6.15,0.0,47.68,11.51,3.52,6.15
24.5,32.5,2024,338,16.86,23.55,4.21,8.58,0.0,46.35,15.35,3.32,8.58
25.5,27.5,2024,338,16.34,18.99,5.23,6.59,0.0,48.36,12.01,3.14,6.59
25.5,32.5,2024,338,16.11,23.47,4.76,7.69,0.0,50.48,14.71,3.49,7.69
26.5,27.5,2024,338,16.22,19.89,4.83,7.08,0.0,51.92,12.71,2.91,7.08
26.5,32.5,2024,338,15.56,23.75,4.92,7.63,0.0,46.94,14.67,2.93,7.63
27.5,27.5,2024,338,15.49,20.14,5.07,8.34,0.0,54.67,13.17,2.99,8.34
27.5,32.5,2024,338,15.13,21.59,4.98,7.14,0.0,55.14,13.28,3.12,7.14
28.5,27.5,2024,338,14.8,20.35,5.59,7.88,0.0,58.83,13.5,3.36,7.88
28.5,32.5,2024,338,14.84,19.41,5.13,8.75,0.0,65.73,12.63,3.32,8.75
29.5,27.5,2024,338,12.93,22.34,6.35,9.44,0.0,59.49,15.19,3.66,9.44
29.5,32.5,2024,338,14.14,20.6,3.92,12.07,0.01,68.64,15.87,2.78,12.07
30.5,27.5,2024,338,12.95,19.6,6.37,9.4,0.0,68.4,13.71,3.51,9.4
30.5,32.5,2024,338,13.46,21.76,1.5,11.85,0.09,65.69,15.9,0.96,11.85
31.5,27.5,2024,338,9.77,19.43,7.58,17.43,0.0,75.12,18.51,6.55,17.43
31.5,32.5,2024,338,12.15,20.78,4.93,18.87,0.01,63.15,19.68,2.37,18.87
23.5,27.5,2024,339,16.28,19.3,4.25,6.66,0.0,45.39,12.25,2.53,6.66
23.5,32.5,2024,339,16.93,23.27,5.77,10.52,0.0,44.77,16.32,3.78,10.52
24.5,27.5,2024,339,16.68,18.45,3.89,5.97,0.0,50.49,11.46,2.26,5.97
24.5,32.5,2024,339,16.47,22.47,5.3,9.69,0.0,48.52,15.31,3.62,9.69
25.5,27.5,2024,339,16.02,19.13,3.63,6.72,0.0,52.95,12.25,2.19,6.72
25.5,32.5,2024,339,16.07,22.82,4.62,8.29,0.0,53.65,14.91,3.14,8.29
26.5,27.5,2024,339,12.51,20.18,3.9,7.51,0.1,56.67,13.19,2.4,7.51
26.5,32.5,2024,339,14.61,21.52,4.38,8.81,0.0,54.21,14.71,2.87,8.81
27.5,27.5,2024,339,9.61,19.6,4.38,8.1,0.58,64.32,13.87,2.5,8.1
27.5,32.5,2024,339,12.4,19.46,4.58,7.88,0.0,57.38,13.28,2.97,7.88
28.5,27.5,2024,339,12.69,20.33,4.01,8.92,0.0,70.71,14.03,2.6,8.92
28.5,32.5,2024,339,12.97,19.27,4.21,7.57,0.0,59.39,12.67,2.38,7.57
29.5,27.5,2024,339,13.49,22.74,3.8,9.54,0.0,65.89,15.27,2.26,9.54
29.5,32.5,2024,339,13.72,21.22,3.31,13.58,0.0,54.33,16.83,1.97,13.58
30.5,27.5,2024,339,13.86,20.39,4.45,8.9,0.0,67.35,14.11,2.48,8.9
30.5,32.5,2024,339,13.24,22.05,3.76,10.38,0.0,57.68,15.85,1.95,10.38
31.5,27.5,2024,339,10.51,19.65,5.86,18.47,0.0,67.96,19.03,4.24,18.47
31.5,32.5,2024,339,10.57,20.69,4.83,18.03,0.38,71.58,19.51,3.75,18.03
23.5,27.5,2024,340,16.64,19.34,3.51,6.6,0.0,51.12,12.69,2.01,6.6
23.5,32.5,2024,340,16.7,23.38,4.6,10.59,0.0,53.21,16.55,2.59,10.59
24.5,27.5,2024,340,16.18,18.6,2.85,6.28,0.0,56.6,12.11,1.68,6.28
24.5,32.5,2024,340,16.45,22.88,4.11,9.96,0.0,52.83,15.57,2.54,9.96
25.5,27.5,2024,340,15.83,19.03,1.96,7.42,0.01,55.97,13.32,1.25,7.42
25.5,32.5,2024,340,15.98,23.48,3.49,8.98,0.0,52.87,15.43,2.34,8.98
26.5,27.5,2024,340,14.94,19.77,1.41,10.23,0.11,59.3,14.68,1.03,10.23
26.5,32.5,2024,340,15.41,23.24,3.47,9.08,0.0,48.36,15.53,1.98,9.08
27.5,27.5,2024,340,14.38,19.63,1.41,12.25,0.06,59.35,15.51,0.9,12.25
27.5,32.5,2024,340,15.42,21.25,4.65,8.22,0.0,53.92,14.21,2.31,8.22
28.5,27.5,2024,340,13.46,20.4,1.44,10.72,0.0,61.64,15.23,0.96,10.72
28.5,32.5,2024,340,14.75,19.08,4.75,7.78,0.0,63.58,13.14,2.73,7.78
29.5,27.5,2024,340,13.08,22.22,1.93,11.36,0.0,57.96,16.19,1.14,11.36
29.5,32.5,2024,340,14.08,21.1,4.28,12.86,0.0,64.52,16.48,3.12,12.86
30.5,27.5,2024,340,13.41,20.81,2.69,10.18,0.0,58.36,14.95,1.36,10.18
30.5,32.5,2024,340,12.98,21.53,3.25,12.54,0.03,69.03,16.06,1.66,12.54
31.5,27.5,2024,340,11.85,20.81,3.66,18.56,0.0,57.53,19.57,2.56,18.56
31.5,32.5,2024,340,12.08,20.24,5.58,19.23,0.26,70.3,19.64,2.96,19.23
23.5,27.5,2024,341,16.18,21.12,1.54,8.44,0.0,45.6,14.3,1.08,8.44
23.5,32.5,2024,341,16.05,24.73,3.18,10.71,0.0,42.04,17.18,2.14,10.71
24.5,27.5,2024,341,13.79,20.63,1.8,9.67,0.0,43.77,14.38,1.06,9.67
24.5,32.5,2024,341,13.65,23.4,2.64,10.05,0.0,42.95,15.96,1.6,10.05
25.5,27.5,2024,341,12.99,21.08,2.03,10.28,0.0,42.83,15.23,1.12,10.28
25.5,32.5,2024,341,13.51,23.37,2.45,10.61,0.0,44.88,15.98,1.55,10.61
26.5,27.5,2024,341,12.88,21.45,1.9,11.16,0.0,46.92,15.54,1.19,11.16
26.5,32.5,2024,341,13.57,23.61,1.91,12.63,0.0,44.47,16.72,1.27,12.63
27.5,27.5,2024,341,13.65,21.14,2.06,10.87,0.0,48.7,15.44,1.21,10.87
27.5,32.5,2024,341,12.84,22.18,2.85,12.02,0.0,47.18,15.83,1.58,12.02
28.5,27.5,2024,341,13.01,21.03,2.14,12.1,0.0,47.7,16.04,0.89,12.1
28.5,32.5,2024,341,12.16,22.34,3.58,9.49,0.0,53.57,15.1,2.06,9.49
29.5,27.5,2024,341,12.72,22.49,2.45,12.25,0.0,47.48,16.84,1.22,12.25
29.5,32.5,2024,341,12.98,23.27,3.06,13.82,0.0,60.23,17.68,2.02,13.82
30.5,27.5,2024,341,12.75,20.12,2.3,10.08,0.0,59.69,14.64,1.38,10.08
30.5,32.5,2024,341,12.81,23.98,4.37,12.12,0.05,64.02,16.82,2.37,12.12
31.5,27.5,2024,341,11.19,19.54,3.89,17.76,0.0,60.25,18.89,2.73,17.76
31.5,32.5,2024,341,11.78,21.57,7.02,19.98,0.0,61.25,20.82,4.08,19.98
23.5,27.5,2024,342,17.47,22.4,1.87,9.5,0.0,35.59,15.63,0.92,9.5
23.5,32.5,2024,342,16.35,26.52,3.89,11.22,0.0,38.59,18.36,2.61,11.22
24.5,27.5,2024,342,16.13,22.36,1.94,9.55,0.0,36.58,14.78,1.33,9.55
24.5,32.5,2024,342,15.96,25.92,3.32,10.39,0.0,39.53,17.26,2.28,10.39
25.5,27.5,2024,342,15.39,22.92,2.88,9.49,0.0,36.47,14.97,1.89,9.49
25.5,32.5,2024,342,15.47,26.39,3.14,9.84,0.0,41.4,17.04,2.03,9.84
26.5,27.5,2024,342,12.34,23.15,3.4,10.13,0.0,37.37,15.31,2.1,10.13
26.5,32.5,2024,342,14.8,26.61,3.42,10.99,0.0,39.22,17.41,2.14,10.99
27.5,27.5,2024,342,11.06,22.15,4.07,10.54,0.0,40.23,14.8,2.27,10.54
27.5,32.5,2024,342,14.89,25.76,3.36,9.73,0.0,40.8,16.24,2.12,9.73
28.5,27.5,2024,342,9.93,21.51,4.94,10.63,0.0,41.96,14.77,2.63,10.63
28.5,32.5,2024,342,13.07,24.72,2.2,10.03,0.0,44.1,15.65,1.58,10.03
29.5,27.5,2024,342,10.88,22.55,5.11,11.45,0.0,40.83,15.89,2.52,11.45
29.5,32.5,2024,342,11.3,23.19,2.4,15.32,0.0,52.47,18.18,1.62,15.32
30.5,27.5,2024,342,11.66,20.25,5.88,9.96,0.0,44.68,14.3,2.65,9.96
30.5,32.5,2024,342,10.47,23.43,1.82,12.92,0.0,62.86,17.01,1.16,12.92
31.5,27.5,2024,342,10.93,20.87,6.91,17.31,0.0,53.54,19.08,4.92,17.31
31.5,32.5,2024,342,8.48,20.47,4.53,19.49,0.0,69.19,20.02,3.24,19.49
23.5,27.5,2024,343,17.7,22.55,4.68,8.53,0.0,35.55,14.19,2.46,8.53
23.5,32.5,2024,343,15.54,27.06,4.11,12.92,0.0,33.11,19.13,3.05,12.92
24.5,27.5,2024,343,16.91,21.36,3.92,7.61,0.0,37.85,13.26,2.1,7.61
24.5,32.5,2024,343,15.91,26.6,4.32,12.4,0.0,32.03,17.97,3.25,12.4
25.5,27.5,2024,343,16.51,20.97,3.22,7.62,0.0,40.5,13.55,2.09,7.62
25.5,32.5,2024,343,15.74,25.93,4.7,11.06,0.0,34.57,16.86,3.03,11.06
26.5,27.5,2024,343,15.94,21.12,3.46,7.69,0.0,45.05,14.09,2.05,7.69
26.5,32.5,2024,343,15.19,25.78,4.66,10.7,0.0,34.5,16.82,2.89,10.7
