-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN
29.5,26.5,2022,9,12.54
29.5,27.5,2022,9,12.96
29.5,28.5,2022,9,13.33
29.5,29.5,2022,9,13.45
29.5,30.5,2022,9,12.94
29.5,31.5,2022,9,12.73
29.5,32.5,2022,9,11.22
29.5,33.5,2022,9,9.64
30.5,25.5,2022,9,10.48
30.5,26.5,2022,9,10.7
30.5,27.5,2022,9,12.0
30.5,28.5,2022,9,12.81
30.5,29.5,2022,9,13.37
30.5,30.5,2022,9,13.26
30.5,31.5,2022,9,12.72
30.5,32.5,2022,9,12.27
30.5,33.5,2022,9,10.35
31.5,25.5,2022,9,9.06
31.5,26.5,2022,9,9.43
31.5,27.5,2022,9,10.36
31.5,28.5,2022,9,10.87
31.5,29.5,2022,9,11.38
31.5,30.5,2022,9,11.91
31.5,31.5,2022,9,12.53
31.5,32.5,2022,9,12.33
31.5,33.5,2022,9,11.84
23.5,25.5,2022,10,18.45
23.5,26.5,2022,10,18.89
23.5,27.5,2022,10,18.24
23.5,28.5,2022,10,17.54
23.5,29.5,2022,10,16.94
